;K01;K02;K03;K04;K05;K06;K07;K08;K09;K10;;;;
T6803;67;63;73;66;38;43;94;78;59;82;T6803;663;;
T6804;41;13;10;13;29;63;43;23;53;74;T6804;362;;
T6805;72;91;75;43;43;61;26;48;68;31;T6805;558;;
T6806;37;67;45;90;38;67;26;85;86;36;T6806;577;;
T6807;26;24;37;21;75;13;75;28;18;12;T6807;329;;
T6808;40;76;39;88;26;66;62;73;93;11;T6808;574;;
T6809;88;29;28;15;100;89;60;93;50;82;T6809;634;;
T6810;44;95;28;81;71;15;14;17;31;76;T6810;472;;
T6811;77;29;96;61;91;43;95;81;72;65;T6811;710;;
T6812;18;32;17;82;59;81;85;18;99;25;T6812;516;;
T6813;94;66;86;66;61;22;91;68;85;81;T6813;720;;
T6814;16;86;25;23;56;91;63;85;87;94;T6814;626;;
T6815;43;60;46;93;78;90;79;32;14;73;T6815;608;;
T6816;20;19;70;17;86;41;30;18;42;86;T6816;429;;
T6817;86;21;48;32;27;80;73;81;30;21;T6817;499;;
T6818;70;95;65;65;51;42;19;41;40;57;T6818;545;;
T6819;77;82;57;67;83;50;12;19;64;85;T6819;596;;
T6820;93;97;29;64;100;81;15;47;84;92;T6820;702;;
T6821;41;22;93;44;80;100;60;59;44;66;T6821;609;;
T6822;49;49;30;38;14;70;78;52;38;27;T6822;445;;
T6823;17;38;14;42;64;48;21;89;94;70;T6823;497;;
T6824;34;13;25;82;21;74;67;53;89;97;T6824;555;;
T6825;33;82;38;76;76;82;48;85;21;81;T6825;622;;
T6826;82;81;69;10;73;82;62;51;64;24;T6826;598;;
T6827;56;16;52;37;26;11;43;90;83;100;T6827;514;;
T6828;53;57;74;68;77;78;89;86;61;60;T6828;703;;
T6829;80;24;26;46;91;39;97;14;61;16;T6829;494;;
T6830;41;52;93;26;36;91;11;87;75;63;T6830;575;;
T6831;23;71;81;97;23;12;81;19;32;76;T6831;515;;
T6832;12;22;47;91;14;38;60;38;17;33;T6832;372;;
T6833;33;18;88;46;80;48;70;12;94;13;T6833;502;;
T6834;31;24;61;15;95;75;45;76;30;43;T6834;495;;
T6835;64;26;59;84;77;13;72;13;89;43;T6835;540;;
T6836;45;81;51;48;91;64;42;52;13;61;T6836;548;;
T6837;62;24;53;22;100;62;20;100;17;66;T6837;526;;
T6838;75;33;16;20;46;21;11;75;82;70;T6838;449;;
T6839;53;44;91;68;34;29;21;68;38;66;T6839;512;;
T6840;92;76;77;72;55;40;44;87;34;81;T6840;658;;
T6841;75;39;80;33;47;98;94;70;93;71;T6841;700;;
T6842;89;91;17;41;34;12;78;50;63;49;T6842;524;;
T6843;32;99;62;30;90;38;31;36;15;72;T6843;505;;
T6844;13;23;88;27;58;50;84;22;72;34;T6844;471;;
T6845;35;40;43;23;64;30;39;56;14;26;T6845;370;;
T6846;94;28;43;89;43;92;67;20;18;81;T6846;575;;
T6847;89;18;52;66;64;15;68;85;56;21;T6847;534;;
T6848;90;14;53;10;44;98;16;44;57;33;T6848;459;;
T6849;36;62;76;17;90;72;92;96;58;31;T6849;630;;
T6850;82;68;55;100;100;30;58;49;95;32;T6850;669;;
T6851;35;93;37;36;17;56;12;62;78;99;T6851;525;;
T6852;32;51;96;16;91;87;27;27;65;84;T6852;576;;
T6853;14;65;36;57;71;66;70;47;59;80;T6853;565;;
T6854;63;42;65;75;74;60;73;82;15;69;T6854;618;;
T6855;44;100;66;32;74;41;16;53;95;66;T6855;587;;
T6856;60;99;84;27;92;37;70;50;44;13;T6856;576;;
T6857;43;41;58;71;60;62;38;24;19;21;T6857;437;;
T6858;94;61;10;27;24;77;64;89;82;41;T6858;569;;
T6859;21;72;53;23;95;99;85;16;70;97;T6859;631;;
T6860;79;82;61;56;96;37;64;61;97;72;T6860;705;;
T6861;92;35;38;93;31;18;72;19;64;54;T6861;516;;
T6862;17;15;20;48;37;45;59;68;46;13;T6862;368;;
T6863;69;83;85;98;26;24;34;57;63;51;T6863;590;;
T6864;44;50;28;71;26;65;64;29;55;25;T6864;457;;
T6865;45;70;21;44;84;67;73;98;68;69;T6865;639;;
T6866;82;15;45;21;60;80;30;57;87;98;T6866;575;;
T6867;36;62;68;98;22;25;44;78;20;47;T6867;500;;
T6868;68;36;29;37;12;49;39;23;22;86;T6868;401;;
T6869;92;74;81;62;27;34;51;93;25;27;T6869;566;;
T6870;19;97;49;60;49;100;20;99;45;56;T6870;594;;
T6871;51;97;30;19;60;66;66;43;77;98;T6871;607;;
T6872;57;69;88;49;19;99;47;34;76;16;T6872;554;;
T6873;61;24;48;78;11;10;45;36;38;41;T6873;392;;
T6874;80;36;21;51;54;59;26;81;27;37;T6874;472;;
T6875;20;26;24;38;70;90;29;55;88;55;T6875;495;;
T6876;71;33;39;92;14;26;32;97;69;39;T6876;512;;
T6877;59;91;12;81;18;48;68;39;37;44;T6877;497;;
T6878;68;21;77;61;58;41;59;51;51;100;T6878;587;;
T6879;74;31;15;39;48;34;62;59;93;99;T6879;554;;
T6880;69;93;26;36;19;18;46;13;36;23;T6880;379;;
T6881;58;40;41;42;18;90;19;30;72;37;T6881;447;;
T6882;52;47;26;86;88;58;36;93;99;42;T6882;627;;
T6883;53;66;78;65;27;19;19;54;30;28;T6883;439;;
T6884;48;90;84;14;97;47;41;23;15;27;T6884;486;;
T6885;21;68;53;10;72;78;28;40;39;15;T6885;424;;
T6886;75;42;92;78;99;33;30;47;83;91;T6886;670;;
T6887;93;45;88;48;31;25;63;43;76;17;T6887;529;;
T6888;74;54;95;31;92;92;89;54;68;15;T6888;664;;
T6889;80;49;26;74;82;11;12;83;44;93;T6889;554;;
T6890;32;87;76;15;56;62;52;59;85;25;T6890;549;;
T6891;10;87;55;85;32;41;97;56;71;71;T6891;605;;
T6892;91;42;21;74;55;91;40;98;34;29;T6892;575;;
T6893;29;48;16;20;100;95;13;14;77;57;T6893;469;;
T6894;17;25;14;46;92;49;69;62;46;36;T6894;456;;
T6895;39;60;85;66;50;14;22;84;31;44;T6895;495;;
T6896;44;100;83;80;12;69;28;86;70;62;T6896;634;;
T6897;47;26;54;69;60;49;92;24;59;54;T6897;534;;
T6898;94;68;91;71;40;23;63;96;54;15;T6898;615;;
T6899;16;65;48;59;84;21;44;20;15;87;T6899;459;;
T6900;89;33;42;78;84;77;21;91;28;13;T6900;556;;
T6901;17;37;72;94;39;17;71;50;97;85;T6901;579;;
T6902;31;17;22;96;21;36;93;42;93;96;T6902;547;;
T6903;37;47;82;83;42;75;99;61;19;65;T6903;610;;
T6904;74;90;39;30;55;18;95;54;96;76;T6904;627;;
T6905;20;47;46;18;70;54;94;21;91;13;T6905;474;;
T6906;38;24;80;96;12;45;79;50;35;37;T6906;496;;
T6907;89;68;45;23;84;16;80;58;88;28;T6907;579;;
T6908;61;65;93;11;49;11;56;20;82;56;T6908;504;;
T6909;80;69;96;68;67;36;56;44;84;24;T6909;624;;
T6910;12;95;37;72;97;46;76;20;36;24;T6910;515;;
T6911;24;86;72;63;64;85;21;73;20;44;T6911;552;;
T6912;76;49;99;13;85;82;45;25;41;88;T6912;603;;
T6913;29;37;20;74;82;35;15;85;46;38;T6913;461;;
T6914;13;88;98;34;99;74;22;51;72;100;T6914;651;;
T6915;23;53;88;67;88;58;84;64;12;49;T6915;586;;
T6916;71;72;94;56;14;67;99;24;84;81;T6916;662;;
T6917;64;60;56;27;65;55;35;62;32;17;T6917;473;;
T6918;46;75;51;35;86;19;36;66;16;88;T6918;518;;
T6919;32;78;26;48;76;52;46;81;36;41;T6919;516;;
T6920;74;38;74;37;30;72;16;63;44;12;T6920;460;;
T6921;25;44;50;22;90;86;89;93;63;20;T6921;582;;
T6922;79;73;85;84;88;12;67;70;92;86;T6922;736;;
T6923;44;55;81;97;31;88;68;40;100;42;T6923;646;;
T6924;41;34;63;78;42;47;70;56;96;61;T6924;588;;
T6925;31;97;12;71;27;84;45;76;14;15;T6925;472;;
T6926;48;70;10;35;92;85;39;24;17;78;T6926;498;;
T6927;29;58;65;55;28;86;67;40;98;77;T6927;603;;
T6928;63;52;11;84;39;40;51;18;33;25;T6928;416;;
T6929;68;39;83;19;57;15;75;51;28;26;T6929;461;;
T6930;75;49;95;85;34;59;26;79;56;55;T6930;613;;
T6931;32;93;55;32;96;27;60;44;12;67;T6931;518;;
T6932;81;70;100;30;56;99;68;69;28;41;T6932;642;;
T6933;76;96;15;19;94;27;84;20;57;95;T6933;583;;
T6934;83;21;34;63;64;78;42;21;77;17;T6934;500;;
T6935;54;64;99;95;69;42;93;35;84;61;T6935;696;;
T6936;63;83;75;90;61;14;24;99;47;73;T6936;629;;
T6937;80;44;26;40;82;37;20;11;51;33;T6937;424;;
T6938;10;12;41;55;55;28;73;29;96;33;T6938;432;;
T6939;40;67;99;45;34;62;88;97;46;96;T6939;674;;
T6940;45;25;79;50;76;90;83;99;16;55;T6940;618;;
T6941;74;61;89;19;38;12;38;33;75;32;T6941;471;;
T6942;87;27;17;17;98;54;90;72;31;62;T6942;555;;
T6943;40;56;51;13;71;52;39;21;88;18;T6943;449;;
T6944;100;81;57;37;76;29;68;35;40;48;T6944;571;;
T6945;12;94;74;98;45;59;18;78;33;83;T6945;594;;
T6946;37;76;47;97;64;66;68;55;60;61;T6946;631;;
T6947;50;34;74;85;17;67;17;10;68;50;T6947;472;;
T6948;46;42;92;11;94;72;96;49;54;46;T6948;602;;
T6949;38;71;59;27;83;85;66;26;10;28;T6949;493;;
T6950;48;57;39;92;71;55;31;84;20;31;T6950;528;;
T6951;89;30;39;81;52;19;55;62;44;60;T6951;531;;
T6952;15;35;45;62;45;82;73;94;38;13;T6952;502;;
T6953;10;18;47;51;98;96;86;44;47;75;T6953;572;;
T6954;55;20;75;31;96;67;21;81;30;88;T6954;564;;
T6955;74;53;70;12;40;73;36;80;40;43;T6955;521;;
T6956;29;43;86;99;58;55;44;90;69;61;T6956;634;;
T6957;84;48;89;14;20;98;10;86;72;90;T6957;611;;
T6958;94;52;65;59;91;35;14;32;98;55;T6958;595;;
T6959;19;100;71;96;69;98;71;10;85;53;T6959;672;;
T6960;93;13;71;58;73;10;43;50;16;32;T6960;459;;
T6961;47;87;55;61;82;97;18;42;61;83;T6961;633;;
T6962;31;49;35;18;48;67;14;37;70;81;T6962;450;;
T6963;44;84;59;50;45;76;70;30;71;62;T6963;591;;
T6964;85;53;21;22;35;88;46;62;74;15;T6964;501;;
T6965;73;93;50;47;32;25;11;80;81;47;T6965;539;;
T6966;100;30;21;28;100;65;48;36;52;100;T6966;580;;
T6967;39;54;17;49;62;38;58;36;82;34;T6967;469;;
T6968;38;44;80;98;35;38;12;85;31;50;T6968;511;;
T6969;15;13;28;63;27;61;42;29;81;49;T6969;408;;
T6970;82;20;27;43;24;32;19;80;24;77;T6970;428;;
T6971;81;98;37;80;96;40;98;38;88;22;T6971;678;;
T6972;93;35;12;97;43;99;22;81;74;16;T6972;572;;
T6973;50;69;74;22;66;74;65;42;84;41;T6973;587;;
T6974;53;20;81;11;68;58;62;29;12;78;T6974;472;;
T6975;86;82;67;15;30;89;81;27;82;34;T6975;593;;
T6976;93;83;14;58;89;86;27;86;82;51;T6976;669;;
T6977;48;41;54;90;20;86;11;40;88;36;T6977;514;;
T6978;24;54;71;25;45;100;51;77;10;25;T6978;482;;
T6979;48;32;35;13;34;91;51;34;19;95;T6979;452;;
T6980;12;28;88;39;17;59;66;72;41;49;T6980;471;;
T6981;95;68;81;79;25;72;96;99;80;37;T6981;732;;
T6982;28;38;59;23;67;90;96;93;67;78;T6982;639;;
T6983;81;91;45;75;82;53;51;27;23;84;T6983;612;;
T6984;88;61;79;23;78;72;95;44;59;29;T6984;628;;
T6985;58;28;40;10;23;71;12;69;44;90;T6985;445;;
T6986;86;88;13;91;62;87;71;23;34;50;T6986;605;;
T6987;20;34;11;12;95;71;54;94;24;51;T6987;466;;
T6988;94;54;73;100;61;11;97;60;46;100;T6988;696;;
T6989;29;40;27;36;22;65;17;15;47;69;T6989;367;;
T6990;52;84;100;63;46;14;34;51;51;15;T6990;510;;
T6991;42;65;37;29;48;69;47;49;74;89;T6991;549;;
T6992;56;94;93;35;49;58;66;18;64;23;T6992;556;;
T6993;69;93;18;46;18;89;43;44;58;28;T6993;506;;
T6994;97;43;31;17;68;43;52;24;85;85;T6994;545;;
T6995;49;80;88;58;54;55;16;75;13;98;T6995;586;;
T6996;65;90;82;76;28;71;55;93;71;30;T6996;661;;
T6997;60;83;90;20;60;73;27;48;50;14;T6997;525;;
T6998;25;49;28;68;78;61;95;63;55;28;T6998;550;;
T6999;67;90;80;55;25;25;27;60;64;47;T6999;540;;
T7000;51;16;61;15;45;85;24;53;74;44;T7000;468;;
T7001;57;50;88;87;43;80;30;64;47;93;T7001;639;;
T7002;75;90;40;91;44;54;11;68;75;92;T7002;640;;
T7003;87;26;12;53;14;61;25;68;81;12;T7003;439;;
T7004;85;14;58;82;66;11;68;85;66;29;T7004;564;;
T7005;82;96;22;82;55;56;92;62;48;76;T7005;671;;
T7006;89;70;21;22;26;12;53;34;79;55;T7006;461;;
T7007;15;40;98;86;99;71;22;80;38;92;T7007;641;;
T7008;70;33;39;54;59;75;35;19;73;10;T7008;467;;
T7009;95;78;64;16;64;82;12;76;31;26;T7009;544;;
T7010;54;77;17;82;23;54;10;64;35;36;T7010;452;;
T7011;74;59;18;50;61;83;42;13;45;72;T7011;517;;
T7012;29;82;88;47;96;47;49;87;48;24;T7012;597;;
T7013;26;73;80;100;100;30;72;61;94;99;T7013;735;;
T7014;67;23;84;31;47;77;98;89;23;75;T7014;614;;
T7015;62;75;70;42;88;45;95;92;54;67;T7015;690;;
T7016;70;76;73;60;77;18;90;15;94;34;T7016;607;;
T7017;39;93;10;51;85;19;45;22;99;18;T7017;481;;
T7018;40;95;100;34;89;51;45;70;92;93;T7018;709;;
T7019;93;43;57;38;73;11;66;40;19;24;T7019;464;;
T7020;13;76;27;71;29;84;13;65;39;43;T7020;460;;
T7021;75;10;81;48;61;90;62;91;86;49;T7021;653;;
T7022;99;93;27;34;30;64;33;63;54;79;T7022;576;;
T7023;76;10;12;94;38;43;37;81;94;18;T7023;503;;
T7024;10;22;33;89;88;33;74;98;76;58;T7024;581;;
T7025;81;71;10;92;11;59;40;63;49;26;T7025;502;;
T7026;73;38;66;33;61;89;58;90;51;46;T7026;605;;
T7027;88;59;96;59;29;40;17;39;80;58;T7027;565;;
T7028;16;64;37;96;88;16;31;14;55;61;T7028;478;;
T7029;100;80;78;28;89;93;44;67;73;66;T7029;718;;
T7030;51;74;36;94;78;27;89;82;78;54;T7030;663;;
T7031;42;96;47;12;17;26;11;54;24;19;T7031;348;;
T7032;43;62;42;90;24;79;86;32;26;93;T7032;577;;
T7033;33;64;78;65;84;71;62;61;83;43;T7033;644;;
T7034;68;41;57;83;43;71;50;61;36;15;T7034;525;;
T7035;62;15;35;20;75;37;88;30;17;11;T7035;390;;
T7036;29;56;62;96;58;97;61;98;100;34;T7036;691;;
T7037;60;34;93;97;19;80;67;79;82;14;T7037;625;;
T7038;97;19;71;68;91;92;28;18;50;56;T7038;590;;
T7039;79;79;66;77;14;33;32;89;94;95;T7039;658;;
T7040;10;91;69;94;13;94;47;98;59;64;T7040;639;;
T7041;44;14;11;59;13;85;49;86;97;32;T7041;490;;
T7042;11;86;42;57;79;82;49;83;100;25;T7042;614;;
T7043;40;82;63;51;98;97;44;74;16;39;T7043;604;;
T7044;89;84;27;44;52;52;12;44;85;88;T7044;577;;
T7045;43;63;50;61;52;62;54;80;60;43;T7045;568;;
T7046;26;20;43;22;29;11;95;47;57;26;T7046;376;;
T7047;38;86;63;60;11;35;60;40;24;15;T7047;432;;
T7048;23;61;16;62;57;73;40;30;88;88;T7048;538;;
T7049;44;57;82;99;23;17;63;47;49;17;T7049;498;;
T7050;35;52;35;76;74;97;55;98;38;52;T7050;612;;
T7051;52;99;95;16;95;57;54;73;93;79;T7051;713;;
T7052;37;62;88;97;21;26;58;90;85;72;T7052;636;;
T7053;24;79;35;66;52;54;85;94;62;19;T7053;570;;
T7054;74;93;100;19;29;70;61;70;24;82;T7054;622;;
T7055;68;61;32;35;19;79;71;29;50;36;T7055;480;;
T7056;36;60;35;18;92;64;92;16;29;54;T7056;496;;
T7057;46;63;40;84;51;30;44;22;87;26;T7057;493;;
T7058;68;96;66;66;83;12;57;44;23;33;T7058;548;;
T7059;60;24;50;38;19;81;29;43;42;31;T7059;417;;
T7060;28;27;59;57;96;11;34;69;74;20;T7060;475;;
T7061;32;26;87;81;75;41;69;18;42;53;T7061;524;;
T7062;20;42;49;52;33;47;23;81;54;31;T7062;432;;
T7063;94;36;34;27;68;67;45;45;49;34;T7063;499;;
T7064;21;83;39;16;39;95;56;76;64;46;T7064;535;;
T7065;77;30;57;64;49;95;51;14;68;20;T7065;525;;
T7066;59;68;57;13;55;66;86;73;28;32;T7066;537;;
T7067;48;78;35;89;76;74;55;87;16;50;T7067;608;;
T7068;49;42;66;83;53;91;66;64;49;78;T7068;641;;
T7069;97;38;63;27;42;95;16;31;81;18;T7069;508;;
T7070;62;74;23;17;36;60;90;84;72;97;T7070;615;;
T7071;69;84;49;11;28;82;16;71;73;80;T7071;563;;
T7072;68;62;99;45;71;45;43;21;96;24;T7072;574;;
T7073;30;36;88;26;58;85;85;84;99;55;T7073;646;;
T7074;97;47;88;97;36;20;96;39;25;15;T7074;560;;
T7075;20;44;79;84;51;37;57;98;35;85;T7075;590;;
T7076;21;87;89;16;92;43;94;99;72;96;T7076;709;;
T7077;50;46;83;22;21;57;23;51;19;58;T7077;430;;
T7078;76;73;14;90;23;17;14;76;24;86;T7078;493;;
T7079;79;38;40;47;75;30;92;90;81;50;T7079;622;;
T7080;77;93;50;44;36;15;79;28;21;94;T7080;537;;
T7081;32;66;72;17;77;72;82;90;40;59;T7081;607;;
T7082;33;25;50;62;22;53;63;87;51;73;T7082;519;;
T7083;36;34;69;34;32;10;19;22;84;54;T7083;394;;
T7084;26;68;49;47;99;22;89;10;28;46;T7084;484;;
T7085;75;61;26;52;60;100;67;10;41;79;T7085;571;;
T7086;57;39;42;21;80;23;59;48;68;20;T7086;457;;
T7087;62;84;65;15;88;81;76;13;11;83;T7087;578;;
T7088;73;38;29;49;81;44;51;76;87;59;T7088;587;;
T7089;97;17;23;93;49;67;77;72;83;25;T7089;603;;
T7090;64;28;61;91;49;79;85;50;62;71;T7090;640;;
T7091;99;60;68;17;11;59;78;56;76;59;T7091;583;;
T7092;43;73;82;47;12;48;62;39;14;56;T7092;476;;
T7093;32;48;16;64;88;87;98;80;67;28;T7093;608;;
T7094;55;72;15;44;91;11;19;79;52;16;T7094;454;;
T7095;28;29;65;61;49;21;52;23;12;46;T7095;386;;
T7096;87;55;12;38;18;29;74;17;12;36;T7096;378;;
T7097;51;12;20;57;65;31;24;94;92;59;T7097;505;;
T7098;87;60;47;49;46;81;62;90;39;66;T7098;627;;
T7099;87;77;76;70;13;94;97;29;98;14;T7099;655;;
T7100;12;54;26;45;64;18;10;37;52;88;T7100;406;;
T7101;82;84;76;16;76;45;75;64;59;13;T7101;590;;
T7102;65;47;85;33;15;18;21;38;83;25;T7102;430;;
T7103;89;66;64;88;86;57;98;80;52;100;T7103;780;;
T7104;46;41;56;15;32;63;80;32;39;97;T7104;501;;
T7105;50;95;29;45;69;64;87;77;47;60;T7105;623;;
T7106;24;83;27;40;60;36;28;81;23;39;T7106;441;;
T7107;32;86;54;94;34;31;98;30;37;38;T7107;534;;
T7108;19;21;98;82;48;86;29;27;53;25;T7108;488;;
T7109;85;47;60;99;72;39;92;56;39;51;T7109;640;;
T7110;21;46;46;30;87;60;65;24;39;99;T7110;517;;
T7111;91;36;28;32;42;22;42;16;34;48;T7111;391;;
T7112;39;99;65;14;41;52;78;91;83;33;T7112;595;;
T7113;27;37;73;56;77;16;98;39;19;29;T7113;471;;
T7114;17;18;67;16;37;18;89;64;91;13;T7114;430;;
T7115;67;70;59;44;14;64;41;48;85;72;T7115;564;;
T7116;87;22;21;35;69;100;17;64;39;38;T7116;492;;
T7117;91;30;65;53;44;97;43;93;40;82;T7117;638;;
T7118;35;47;72;15;11;77;62;25;50;21;T7118;415;;
T7119;73;70;54;56;66;93;87;78;98;65;T7119;740;;
T7120;13;43;13;51;20;44;17;66;14;65;T7120;346;;
T7121;42;91;41;97;92;11;68;28;49;61;T7121;580;;
T7122;86;79;82;35;39;34;24;52;22;51;T7122;504;;
T7123;95;29;77;19;69;12;98;83;98;24;T7123;604;;
T7124;88;60;65;38;20;72;55;29;46;45;T7124;518;;
T7125;28;11;76;54;56;53;24;93;64;19;T7125;478;;
T7126;99;60;17;14;77;62;29;73;88;93;T7126;612;;
T7127;41;13;42;56;31;95;83;20;96;18;T7127;495;;
T7128;41;50;14;25;57;19;26;69;92;39;T7128;432;;
T7129;61;91;100;35;15;69;89;28;42;100;T7129;630;;
T7130;77;61;69;53;57;63;99;82;91;31;T7130;683;;
T7131;76;32;79;68;63;53;94;40;19;61;T7131;585;;
T7132;16;90;60;15;58;97;100;33;54;81;T7132;604;;
T7133;76;94;78;27;50;85;22;33;55;19;T7133;539;;
T7134;87;42;40;32;18;47;50;73;71;93;T7134;553;;
T7135;73;68;62;44;86;80;24;42;96;79;T7135;654;;
T7136;38;43;92;34;96;19;38;61;11;15;T7136;447;;
T7137;79;71;38;52;97;49;14;34;53;29;T7137;516;;
T7138;33;63;71;99;53;99;100;40;20;83;T7138;661;;
T7139;10;51;80;79;68;56;48;88;63;71;T7139;614;;
T7140;50;58;47;62;73;84;96;67;61;42;T7140;640;;
T7141;59;33;87;31;93;88;39;71;75;94;T7141;670;;
T7142;94;11;26;58;94;89;89;76;93;44;T7142;674;;
T7143;66;14;65;54;56;11;73;94;19;22;T7143;474;;
T7144;84;45;57;73;48;68;90;35;60;40;T7144;600;;
T7145;63;92;89;89;49;38;94;65;25;50;T7145;654;;
T7146;19;17;61;85;47;46;96;89;23;92;T7146;575;;
T7147;67;83;27;57;76;31;67;45;65;40;T7147;558;;
T7148;29;48;94;45;37;53;16;52;32;86;T7148;492;;
T7149;77;87;73;22;10;28;100;23;17;38;T7149;475;;
T7150;86;30;34;42;53;41;48;76;34;69;T7150;513;;
T7151;10;17;50;25;46;46;22;82;63;84;T7151;445;;
T7152;73;97;11;33;99;19;81;13;44;34;T7152;504;;
T7153;58;38;37;74;63;47;61;70;10;60;T7153;518;;
T7154;94;94;59;14;10;24;28;76;12;11;T7154;422;;
T7155;81;15;92;38;98;94;33;80;49;87;T7155;667;;
T7156;11;96;43;76;59;59;95;86;21;15;T7156;561;;
T7157;40;70;31;21;37;62;56;22;42;34;T7157;415;;
T7158;16;71;89;69;43;36;88;82;13;57;T7158;564;;
T7159;64;14;29;70;25;29;83;64;96;46;T7159;520;;
T7160;88;33;40;79;49;68;30;99;29;19;T7160;534;;
T7161;34;19;50;68;71;93;63;44;77;93;T7161;612;;
T7162;32;47;15;23;87;35;82;62;91;74;T7162;548;;
T7163;82;54;72;88;47;67;87;76;65;46;T7163;684;;
T7164;50;42;32;54;60;17;78;29;67;30;T7164;459;;
T7165;27;29;42;47;77;74;93;24;28;69;T7165;510;;
T7166;30;62;89;95;66;73;21;54;75;69;T7166;634;;
T7167;50;62;47;63;73;27;67;97;29;66;T7167;581;;
T7168;57;56;27;39;20;67;69;13;52;64;T7168;464;;
T7169;74;78;17;83;94;11;62;30;35;88;T7169;572;;
T7170;51;57;97;45;42;96;40;23;82;44;T7170;577;;
T7171;66;36;86;73;88;79;87;33;54;55;T7171;657;;
T7172;71;74;23;25;96;82;69;81;90;100;T7172;711;;
T7173;65;72;80;11;13;49;14;13;14;98;T7173;429;;
T7174;89;43;69;92;46;66;53;75;41;89;T7174;663;;
T7175;68;96;56;84;12;16;70;38;11;26;T7175;477;;
T7176;16;13;64;50;69;44;62;88;41;61;T7176;508;;
T7177;20;83;82;17;42;72;18;22;35;55;T7177;446;;
T7178;39;63;100;14;46;13;27;41;27;45;T7178;415;;
T7179;50;10;92;35;64;76;23;37;48;24;T7179;459;;
T7180;92;12;16;30;76;73;50;95;63;39;T7180;546;;
T7181;17;12;83;70;33;57;61;87;41;49;T7181;510;;
T7182;55;49;80;95;80;79;85;82;96;52;T7182;753;;
T7183;36;99;91;14;51;65;97;49;66;13;T7183;581;;
T7184;99;28;40;14;78;76;75;78;83;47;T7184;618;;
T7185;68;29;36;24;46;69;16;18;63;91;T7185;460;;
T7186;39;94;95;28;91;93;66;28;78;85;T7186;697;;
T7187;73;58;18;46;86;30;10;74;90;50;T7187;535;;
T7188;91;79;51;73;75;62;88;93;36;74;T7188;722;;
T7189;24;80;66;80;18;92;26;53;86;67;T7189;592;;
T7190;86;100;39;73;12;45;51;10;45;54;T7190;515;;
T7191;55;99;90;21;39;80;89;97;33;59;T7191;662;;
T7192;98;89;96;57;59;48;64;81;18;86;T7192;696;;
T7193;78;51;25;68;56;84;14;68;93;74;T7193;611;;
T7194;96;91;18;69;52;96;47;69;61;45;T7194;644;;
T7195;61;35;36;98;29;94;65;81;82;65;T7195;646;;
T7196;54;82;92;83;14;17;51;13;46;62;T7196;514;;
T7197;61;97;91;47;89;39;72;53;91;26;T7197;666;;
T7198;13;67;17;67;31;13;60;42;85;21;T7198;416;;
T7199;100;72;76;96;98;79;42;63;32;24;T7199;682;;
T7200;17;94;78;35;89;48;95;37;58;68;T7200;619;;
T7201;68;15;71;38;91;46;36;49;36;42;T7201;492;;
T7202;51;75;81;55;40;71;16;97;95;86;T7202;667;;
T7203;53;36;70;93;87;35;54;57;77;77;T7203;639;;
T7204;72;31;66;36;16;47;61;61;82;11;T7204;483;;
T7205;32;10;30;46;47;63;39;100;100;49;T7205;516;;
T7206;37;48;80;95;97;30;58;62;78;94;T7206;679;;
T7207;28;55;79;36;17;84;72;56;22;87;T7207;536;;
T7208;14;82;62;12;13;91;19;10;10;52;T7208;365;;
T7209;18;46;44;44;60;83;75;17;28;96;T7209;511;;
T7210;23;67;80;88;41;75;14;13;49;97;T7210;547;;
T7211;64;58;27;95;91;82;26;59;90;76;T7211;668;;
T7212;65;16;55;62;98;47;31;95;59;44;T7212;572;;
T7213;85;13;61;15;84;91;92;91;57;97;T7213;686;;
T7214;72;21;57;89;77;14;91;99;47;21;T7214;588;;
T7215;51;12;26;96;90;35;87;65;64;28;T7215;554;;
T7216;32;23;30;80;43;21;63;14;58;21;T7216;385;;
T7217;98;63;48;85;92;18;45;15;48;46;T7217;558;;
T7218;38;10;15;79;51;69;67;10;31;88;T7218;458;;
T7219;90;27;89;36;94;27;12;22;14;23;T7219;434;;
T7220;28;96;40;77;18;80;52;62;10;58;T7220;521;;
T7221;30;27;36;48;40;58;21;29;90;77;T7221;456;;
T7222;60;73;42;15;90;49;86;95;35;97;T7222;642;;
T7223;37;26;85;10;36;98;23;47;16;24;T7223;402;;
T7224;38;13;70;94;91;70;97;55;99;71;T7224;698;;
T7225;97;17;93;10;65;93;44;73;42;49;T7225;583;;
T7226;29;45;55;79;69;17;66;72;98;27;T7226;557;;
T7227;84;53;30;86;70;53;15;28;72;21;T7227;512;;
T7228;41;37;53;20;18;55;11;93;51;81;T7228;460;;
T7229;28;33;44;68;21;71;27;82;74;90;T7229;538;;
T7230;24;13;85;100;24;37;93;22;27;11;T7230;436;;
T7231;14;43;68;42;93;59;65;72;10;51;T7231;517;;
T7232;23;40;86;98;51;57;39;89;51;99;T7232;633;;
T7233;61;17;72;96;77;11;55;60;33;43;T7233;525;;
T7234;100;87;75;47;70;18;87;19;21;48;T7234;572;;
T7235;39;21;16;27;87;74;94;48;37;21;T7235;464;;
T7236;13;16;70;19;32;51;29;14;21;20;T7236;285;;
T7237;16;10;29;23;90;54;25;46;13;31;T7237;337;;
T7238;34;11;10;82;21;21;69;23;25;28;T7238;324;;
